ha_1_ (33).wav,-6.5129,3.8706,-1.1169,0.2447,-0.8613,0.3651,-0.5700,0.0051,-0.0599,-0.0827,0.4489,0.2426,-0.3078,a
ha_1_ (34).wav,-11.0209,4.1420,-1.0134,1.3596,-0.4240,-0.1249,-0.5794,0.1593,-0.0173,-0.3219,0.4495,-0.2394,-0.2309,a
ha_1_ (35).wav,-14.3239,4.5173,-0.6793,-0.0279,0.1329,0.2908,-0.0521,-0.1788,0.0901,0.4321,0.0131,0.0155,-0.1541,a
ha_1_ (36).wav,-9.1114,5.0832,-1.4728,0.1552,-0.9829,-0.4003,0.5785,-0.2419,0.4656,0.1919,0.0524,0.6478,-0.2418,a
ha_1_ (37).wav,-9.0592,4.5474,-0.8271,-0.8830,-0.8596,-0.0797,-0.5744,-0.0949,0.3737,0.1619,1.4051,-0.7433,-0.1074,a
ha_1_ (38).wav,-8.6203,4.2360,-1.4396,0.0988,-1.1031,0.0288,-0.2348,-0.3096,-0.3576,0.3785,0.4821,0.3975,-0.2284,a
ha_1_ (39).wav,-8.4248,4.0686,-0.4823,-0.1407,-2.3783,0.5620,0.0710,-0.4429,-0.2193,0.1774,0.4026,0.4431,0.1949,a
ha_1_ (4).wav,-9.0979,4.4851,-0.1575,-0.5743,0.1174,-0.7368,0.0096,-0.3956,-0.4044,0.2456,0.1523,0.3454,-0.1164,a
ha_1_ (40).wav,-7.8136,3.1794,-0.1016,-1.5174,-1.2667,0.4345,0.1929,-0.7892,0.2315,0.4701,0.0757,0.1439,-0.3505,a
ha_1_ (41).wav,-9.7999,4.9470,-0.6779,-0.9162,0.4862,-0.4941,-0.1538,0.0271,-0.3255,0.1692,0.4674,0.3982,-0.4702,a
ha_1_ (42).wav,-6.4858,3.7262,0.3068,-0.6180,-0.7710,-0.0982,-0.1644,-0.0783,-0.6038,-0.0712,0.4142,0.2000,0.2729,a
ha_1_ (43).wav,-7.1751,3.6535,-0.9492,0.0880,-1.0047,0.2603,-0.5964,-0.2097,-0.1631,-0.0064,0.6655,-0.0667,0.2372,a
ha_1_ (44).wav,-10.0342,2.9631,-0.6316,0.3958,-0.2562,0.3928,-0.1432,0.0566,-0.1013,0.1592,-0.0113,-0.0665,-0.0294,a
ha_1_ (45).wav,-9.3997,3.5568,-0.3307,0.4998,-0.2150,0.1743,-0.0083,-0.0578,-0.0778,0.2065,0.1274,0.0598,0.0437,a
ha_1_ (46).wav,-9.3265,3.4613,-0.1395,-0.1066,-0.9378,0.1950,0.4047,0.1641,-0.0546,0.1183,0.1798,-0.0469,0.0849,a
ha_1_ (47).wav,-10.7914,4.8697,-1.0168,-0.0419,-0.1461,-0.2927,0.0106,-0.5106,-0.2423,0.5564,0.4131,-0.0223,0.0134,a
ha_1_ (48).wav,-8.9352,4.1297,-0.5049,-0.0980,-0.9005,-0.3281,-0.1938,-0.0983,0.0267,0.3463,0.5593,-0.0404,-0.2972,a
ha_1_ (49).wav,-7.6405,4.0581,-0.4873,-0.0404,-0.2303,-0.0486,-0.6844,-0.1962,-0.3568,0.7764,0.2829,0.4628,-0.3998,a
ha_1_ (5).wav,-7.9617,4.5630,-1.1848,0.2915,-1.4083,0.1436,-0.1106,-0.2674,-0.1464,0.1248,0.8672,0.1734,-0.2774,a
ha_1_ (50).wav,-8.5632,4.2562,0.9129,-1.3302,-0.6315,0.2545,-0.6147,0.2966,-0.0565,-0.2972,0.4482,0.3217,0.2347,a
ha_1_ (51).wav,-6.3815,2.8740,-0.3565,-0.9918,-0.1949,-0.2118,-0.4935,0.1580,-0.6762,0.5868,0.6264,0.3989,-0.3402,a
ha_1_ (52).wav,-7.4909,4.0866,0.1169,-1.1927,-0.2224,-0.2449,-0.1061,-0.2162,-0.4838,1.0457,0.5464,-0.2920,0.1803,a
ha_1_ (53).wav,-7.4971,3.4333,-1.3817,0.1105,-0.7207,0.3818,-0.1843,-0.1144,-0.0500,0.5286,0.5265,-0.2681,0.1187,a
ha_1_ (54).wav,-9.8931,3.0372,-0.3066,-0.3680,-0.4324,0.3614,-0.0653,-0.5384,0.4271,-0.1320,0.9109,-0.0721,-0.0956,a
ha_1_ (55).wav,-9.8409,4.5249,-0.7311,0.0571,-0.1099,-0.0579,-0.2006,-0.3838,0.3308,0.6337,0.3207,0.1537,0.0757,a
ha_1_ (56).wav,-12.0790,4.3447,-0.7519,0.4290,0.0568,0.2111,-0.1862,0.4105,0.0472,0.0722,0.1379,-0.3164,-0.0504,a
ha_1_ (57).wav,-8.8717,4.0829,-1.1247,-0.7718,-0.4598,-0.0710,-0.1458,-0.1087,-0.1180,0.2657,0.5808,0.3015,-0.2906,a
ha_1_ (58).wav,-6.9771,3.6536,-1.2833,-0.4029,-0.7116,-0.5573,0.8987,-0.9126,0.5748,0.6557,-0.0499,0.0416,-0.1580,a
ha_1_ (59).wav,-9.1860,4.7831,-1.0771,0.7042,-1.8550,0.2542,-0.0242,-0.6635,0.1792,0.2478,0.7473,-0.0265,0.2842,a
ha_1_ (6).wav,-8.6811,4.0254,-1.0978,-0.4933,-0.5017,0.1157,0.2203,-0.2607,0.1191,0.1258,0.4470,-0.2870,-0.0710,a
ha_1_ (60).wav,-8.3350,3.5976,-1.7380,-0.3779,-1.3998,0.3976,0.2341,-0.0310,-0.2241,0.5406,-0.1990,-0.0331,0.0021,a
ha_1_ (61).wav,-7.1337,3.4556,-1.1591,0.1017,-0.8549,-0.4699,-0.3553,-0.3447,-0.6635,0.3847,0.8695,-0.0248,-0.0033,a
ha_1_ (62).wav,-8.3362,3.8803,-1.3635,-0.0906,-0.4059,-0.4160,0.4353,-0.2352,-0.3209,0.6518,0.4409,0.0040,-0.3406,a
ha_1_ (63).wav,-8.6000,3.4444,0.2437,-1.3261,-1.2617,1.1956,-0.0603,0.3893,-0.1228,0.2967,0.6622,-0.2525,-0.1241,a
ha_1_ (64).wav,-12.2944,4.1420,-0.8350,0.2521,-0.5729,0.0910,-0.3520,-0.2108,0.0379,0.3650,0.3252,-0.0126,0.0817,a
ha_1_ (65).wav,-9.4645,4.1465,-1.6396,-0.3539,-1.5454,0.7045,0.3824,-0.3846,0.5490,0.3524,0.2759,-0.3488,0.0950,a
ha_1_ (66).wav,-12.3505,4.7401,-0.7735,-0.1123,0.1843,-0.3170,0.0839,-0.1495,0.0793,0.2826,0.5869,0.1835,-0.2052,a
ha_1_ (67).wav,-11.1267,4.7282,-1.2554,0.1850,-1.2242,0.2004,0.3396,-0.8282,0.1816,0.2386,0.6832,0.1544,0.1500,a
ha_1_ (68).wav,-11.1371,4.7364,-0.7984,0.4017,-1.1457,-0.3333,0.8170,-0.5933,-0.1593,0.3025,0.3320,0.5269,0.4518,a
ha_1_ (69).wav,-12.1615,5.1377,-0.5551,-0.4677,-0.9152,0.5550,0.0905,0.3594,-0.3404,0.7137,0.3070,0.1925,0.1079,a
ha_1_ (7).wav,-9.2217,4.1653,-0.3746,-0.1535,-0.7859,-0.0812,0.2380,-0.7343,0.2279,0.4447,0.0281,0.1801,-0.2018,a
ha_1_ (70).wav,-7.3212,3.8626,-1.0379,-0.7503,-1.1876,-0.0045,0.1089,-0.1535,-0.0148,0.3827,0.7305,-0.0353,-0.1646,a
ha_1_ (71).wav,-12.1695,5.1978,-1.2137,0.0106,-0.1127,0.0866,0.0119,0.0281,0.1749,0.2087,0.5136,0.5573,-0.1852,a
ha_1_ (72).wav,-12.0188,4.6295,-0.2933,-0.4808,-0.5727,0.3066,-0.4490,0.4212,0.1737,0.1552,0.2885,-0.3860,-0.2551,a
ha_1_ (73).wav,-11.5467,4.7160,-1.1755,-0.2607,-0.9961,0.5925,0.2938,-0.3780,0.3916,0.5246,0.0406,-0.0305,-0.2018,a
ha_1_ (74).wav,-11.2892,4.3094,-0.8762,-0.8527,-0.2490,-0.3226,0.0309,-0.0096,0.1968,0.3779,1.1825,-0.3291,0.0726,a
ha_1_ (75).wav,-11.7675,4.7524,-1.4260,0.2752,-1.1430,0.3138,0.2385,-0.2536,0.0532,0.5977,0.3923,-0.3513,-0.2942,a
ha_1_ (76).wav,-12.4533,4.8451,-0.3771,0.0850,-0.7254,0.0023,-0.1612,-0.2640,0.0839,0.4265,0.6442,-0.1134,-0.0191,a
ha_1_ (77).wav,-9.9222,3.9416,-1.1863,-0.1720,-0.7972,0.7046,0.0202,0.0867,-0.0738,0.5710,0.3417,-0.4308,-0.0884,a
ha_1_ (78).wav,-10.2178,4.5221,-0.7465,-0.1506,-0.3445,0.2103,0.3410,-0.1225,-0.1413,0.7352,0.1972,0.4214,-0.1255,a
ha_1_ (79).wav,-10.0539,3.2739,-1.0989,0.0631,-1.0244,0.5027,-0.3862,-0.7631,-0.0924,0.2385,0.7813,-0.1771,0.1575,a
ha_1_ (8).wav,-8.0574,3.9513,-0.0661,-0.4448,-1.1379,0.5520,-0.0689,-0.6934,0.8725,0.3720,0.4684,0.9306,-0.7747,a
ha_1_ (80).wav,-11.6447,3.5755,-0.3199,0.1593,0.0315,0.3554,-0.1223,0.0100,-0.2862,0.0525,0.1479,-0.0552,-0.0474,a
ha_1_ (81).wav,-8.3571,3.5834,-1.5202,-0.3766,-1.3585,0.3064,0.2824,-0.0841,0.4209,0.0188,0.1291,0.0768,-0.2282,a
ha_1_ (82).wav,-8.2255,3.3092,-0.6752,-0.9738,-0.3651,0.3251,-0.0681,-0.2833,-0.0523,0.7625,0.0812,0.2194,-0.3347,a
ha_1_ (83).wav,-9.4897,4.2047,-1.1369,-0.6550,-0.0370,-0.2457,-0.0756,0.0177,0.5189,-0.0131,0.4422,0.0688,-0.5277,a
ha_1_ (9).wav,-8.1856,3.0780,-0.3819,-0.0853,-0.8655,0.1555,0.2274,-0.2135,0.2266,0.0725,0.2986,-0.3766,0.0440,a
ha_2_ (1).wav,-9.2692,4.2771,-0.9139,0.3752,-0.6216,0.1710,0.1206,-0.3153,-0.0173,0.1461,0.5517,0.0860,-0.2232,a
ha_2_ (10).wav,-8.3183,3.3100,-0.3442,-0.2759,-1.0622,-0.1225,0.1145,-0.4667,0.3000,0.2236,0.3356,-0.2210,-0.0868,a
ha_2_ (11).wav,-8.4214,4.5812,-1.5665,0.2874,-0.6571,-0.3937,-0.1744,-0.3501,-0.3038,0.3178,0.9809,0.0657,-0.1137,a
ha_2_ (12).wav,-8.9172,4.8152,-1.2507,0.5121,-0.6762,-0.3431,-0.2107,-0.4072,-0.4292,-0.0323,0.6278,0.0461,0.0507,a
ha_2_ (13).wav,-8.6025,4.6663,-0.6822,-0.5866,-1.0360,-0.3755,-0.0159,0.0100,-0.8228,0.4653,0.5160,0.6564,-0.1463,a
ha_2_ (14).wav,-6.7229,2.8505,-0.6302,-0.8139,-0.5661,0.0333,-0.3979,-0.0491,0.1022,0.4442,0.4960,-0.5042,-0.0992,a
ha_2_ (15).wav,-7.8300,2.1727,-2.6427,0.1937,-0.3995,0.9699,-0.3806,-0.2346,0.5393,-0.4568,-0.1875,-0.0950,0.3753,a
ha_2_ (16).wav,-9.2682,4.3955,0.0024,-0.4541,-0.2291,-0.2730,-0.5969,0.1698,-0.9101,1.0122,0.2856,0.0596,0.0786,a
ha_2_ (17).wav,-9.0185,4.6414,-1.2284,0.2677,-0.9726,-0.6590,-0.0804,-0.4033,-0.2494,0.4369,0.8125,-0.1963,-0.2777,a
ha_2_ (18).wav,-9.1608,5.1266,-0.3377,-0.6207,-0.3806,0.0678,0.2736,-0.6819,-0.0236,0.4300,0.7523,0.1262,0.0885,a
ha_2_ (19).wav,-9.8169,3.9382,-0.5012,0.4205,-0.9309,0.2828,-0.2829,-0.0229,0.1739,0.1886,0.4750,-0.0915,-0.1747,a
ha_2_ (2).wav,-8.4657,3.8566,-0.0640,-0.1410,-0.7543,-0.2380,0.5123,-0.8329,0.2163,0.0690,0.4512,0.0618,0.1740,a
ha_2_ (20).wav,-8.6964,4.6937,-0.2811,0.1721,-1.4071,0.6412,-0.1590,-0.8417,-0.1252,0.1206,0.2450,0.3925,-0.2555,a
ha_2_ (21).wav,-8.5069,4.0499,-0.3085,-0.2387,-0.6565,-0.0103,-0.1875,0.0147,-0.1535,0.0551,0.3883,0.1735,-0.1352,a
ha_2_ (22).wav,-10.0467,3.8166,-0.5414,0.2121,-0.0472,-0.7742,-0.1444,-0.1802,-0.6584,0.1059,0.7084,0.0271,-0.1985,a
ha_2_ (23).wav,-9.3170,4.3745,0.4022,-0.6090,-0.5642,-0.0277,0.0322,0.1099,-0.3610,-0.7567,0.1294,0.4913,-0.5624,a
ha_2_ (24).wav,-8.4079,4.6936,-0.5184,-0.7336,-0.7246,-0.1485,0.1108,-0.0825,-0.5566,0.2767,0.5627,0.3334,-0.0409,a
ha_2_ (25).wav,-8.5838,3.9028,-0.0491,0.0034,-0.8197,0.2931,-0.6469,0.0017,-0.2732,-0.6543,1.0100,-0.1709,0.1241,a
ha_2_ (26).wav,-8.8251,4.0579,-0.1466,-0.9706,-0.9042,0.4508,0.0279,-0.6659,0.0318,0.0047,0.2187,0.3675,-0.5307,a
ha_2_ (27).wav,-8.8332,3.9223,0.3853,-0.5373,-0.4974,0.4070,-0.1646,0.3852,-1.3095,0.2610,0.5555,-0.0791,0.2418,a
ha_2_ (28).wav,-9.3748,5.3579,0.6907,-1.0994,-0.8694,0.4510,-0.7466,0.2144,-0.4541,-0.1506,0.6154,0.2025,-0.1030,a
ha_2_ (29).wav,-9.7896,4.4324,-0.3094,0.0584,-0.7493,0.5933,-0.5482,-0.1110,-0.4543,0.5155,0.4350,0.1792,0.2322,a
ha_2_ (3).wav,-9.9815,5.9090,-0.4489,-0.3388,-0.6981,-0.5500,-0.1570,0.1364,-0.4050,-0.3055,0.1721,0.7034,0.0401,a
ha_2_ (30).wav,-10.0134,4.8040,-1.1175,0.1414,-0.8308,-0.3456,-0.0673,-0.1220,-0.4891,0.0922,0.6017,0.3044,0.2823,a
ha_2_ (31).wav,-9.5118,4.7727,-1.2798,-0.6283,-0.1782,-0.3936,0.0324,0.0225,-0.0980,0.3365,0.4499,0.3041,-0.6371,a
ha_2_ (32).wav,-9.0954,4.9263,-1.0901,0.1353,0.2415,-0.0888,-0.7232,-0.4353,-0.3793,-0.3099,1.0269,0.2258,-0.1315,a
ha_2_ (33).wav,-8.5010,5.0217,-1.3440,0.5410,-0.8732,0.3491,-0.9034,0.0806,-0.4685,0.2050,0.5314,0.1115,-0.3308,a
ha_2_ (34).wav,-10.1914,5.7742,-1.3705,0.4529,-0.3389,-0.6135,-0.0203,-0.5623,-0.5960,0.1721,0.6183,0.2072,0.0407,a
ha_2_ (35).wav,-12.9095,4.4137,-0.9294,-0.1338,-0.2282,-0.1027,-0.1560,-0.0810,0.1711,0.4447,0.2970,0.2239,-0.1183,a
ha_2_ (36).wav,-8.9370,5.4972,-0.8807,-0.2104,-1.5069,0.1033,0.1716,-0.2739,0.1846,-0.0349,0.4732,0.3374,-0.2664,a
ha_2_ (37).wav,-8.8464,4.5907,-0.9052,-1.0392,-0.8255,-0.2341,-0.4573,-0.5386,0.3489,0.3679,0.8987,-0.5977,0.0941,a
ha_2_ (38).wav,-10.9176,4.6053,-0.9945,-0.2631,-0.4559,-0.0445,0.0347,-0.3839,-0.0609,0.4902,0.7080,-0.0985,0.1112,a
ha_2_ (39).wav,-10.0974,3.9637,-0.9247,0.0241,-0.7400,-0.1977,-0.1322,-0.2939,0.3330,0.6449,0.7383,-0.3602,-0.1500,a
ha_2_ (4).wav,-8.6720,4.2421,-0.1059,-0.2369,-0.1065,-0.4518,-0.2449,-0.3844,-0.3551,0.0343,0.3193,-0.0042,-0.0971,a
ha_2_ (40).wav,-10.0691,4.2582,-0.7526,-0.3692,-0.7394,-0.0786,0.3201,-0.6513,-0.2534,0.1336,0.5055,0.2165,-0.4040,a
ha_2_ (41).wav,-8.1553,4.5044,-0.4697,-0.1551,-0.9699,0.4258,-0.2387,-0.1020,0.1367,0.0419,1.0049,-0.1397,-0.0706,a
ha_2_ (42).wav,-11.1784,5.0038,-0.3704,0.0643,-0.0928,-0.0129,-0.2251,-0.3599,-0.5882,0.2066,0.4675,0.2023,0.0803,a
ha_2_ (43).wav,-9.7738,4.0836,-0.3208,-0.2620,-1.1565,-0.5571,0.0945,-0.7024,0.2034,0.3751,0.5991,-0.0730,0.0148,a
ha_2_ (44).wav,-8.9641,4.1802,0.3251,-0.2289,-0.2140,0.1996,-0.4991,-0.1558,-0.2109,0.7927,0.1480,0.2114,-0.0388,a
ha_2_ (45).wav,-10.6973,4.3002,0.5736,-0.4082,-0.2924,-0.3670,-0.5819,-0.0450,-0.2526,-0.1330,0.3688,0.4935,-0.1507,a
ha_2_ (46).wav,-8.3695,3.3166,-0.9794,0.1914,-1.0869,0.4873,0.1027,-0.0936,-0.0640,0.2374,0.4070,0.1737,-0.1615,a
ha_2_ (47).wav,-8.8775,3.6552,-0.3411,-0.5840,0.3198,-0.3473,-0.2205,0.1164,-0.7306,0.5868,0.3917,0.2641,-0.1441,a
ha_2_ (48).wav,-7.6751,4.3171,0.4223,-0.5545,0.0267,-0.1295,-0.1508,-0.2565,-0.4658,0.7747,0.4660,-0.3829,0.3452,a
ha_2_ (49).wav,-8.8810,4.0521,-0.4885,-0.0059,-0.6242,0.6246,-0.5459,-0.2267,-0.0812,0.5631,0.2275,0.1538,0.4522,a
ha_2_ (5).wav,-8.3797,3.9621,-0.8958,0.3745,-1.1415,0.5739,-0.4781,-0.1554,-0.0224,0.1538,0.8497,-0.1728,0.1181,a
ha_2_ (50).wav,-11.4221,3.9332,0.4615,-0.3638,0.1635,-0.4797,-0.1461,-0.6235,0.1833,0.4621,0.5985,0.2281,-0.0940,a
ha_2_ (51).wav,-11.2106,3.9676,-0.9292,0.9127,-0.2509,-0.2691,0.3001,-0.0627,0.4595,0.3261,0.1503,-0.1201,-0.3095,a
ha_2_ (52).wav,-8.2233,4.1645,-0.9661,-0.4555,-0.3696,-0.1074,0.1106,0.5336,-0.4342,0.7566,0.2050,-0.2022,-0.2225,a
ha_2_ (54).wav,-11.6683,4.2536,-0.8711,0.4970,0.0582,0.1528,0.0431,0.1086,0.1050,-0.0498,0.0530,-0.0322,0.1440,a
ha_2_ (55).wav,-8.8776,3.4509,-1.0899,0.7699,-1.4889,-0.6143,1.0012,-1.3255,0.9619,0.6486,0.1829,0.4453,-0.4023,a
ha_2_ (56).wav,-9.6664,5.2643,-0.1627,0.2660,-1.6808,-0.1953,0.1543,-0.6812,-0.1194,-0.1975,1.2332,0.3711,0.1641,a
ha_2_ (57).wav,-10.6906,4.9319,-0.9346,0.2390,-0.9185,-0.5136,0.2328,-0.1748,0.0334,0.6432,0.1171,-0.0900,-0.1358,a
ha_2_ (58).wav,-8.4351,4.4915,-1.3148,0.4459,-0.5535,-0.2882,-0.7560,-0.6542,-0.9411,0.1842,0.6217,-0.2564,-0.0869,a
ha_2_ (59).wav,-7.9854,3.8745,-0.8384,-0.5379,-0.5562,-0.8212,0.7851,-0.6495,0.0990,0.5421,0.2986,0.0992,-0.3173,a
ha_2_ (6).wav,-7.3709,4.3942,-1.3041,-0.3526,-0.6267,0.2853,-0.1524,-0.1806,0.2022,0.5475,0.1726,-0.4677,0.0594,a
ha_2_ (60).wav,-11.3788,4.0038,0.5557,-1.0473,-0.8557,1.2185,-0.3904,0.4061,-0.3995,0.1225,0.6533,0.0704,-0.1227,a
ha_2_ (61).wav,-10.2895,4.3774,-1.3112,0.5643,-1.1983,0.1437,-0.2193,-0.3488,0.1935,0.6426,0.2867,0.0223,-0.0477,a
ha_2_ (62).wav,-9.7649,4.5637,-0.8909,0.3154,-0.9973,0.3673,0.1103,-0.4300,0.4246,0.1942,0.3953,0.0216,0.1164,a
ha_2_ (63).wav,-10.3551,4.2695,-0.7487,-0.1969,0.7214,-0.5299,0.1195,-0.3354,-0.2704,0.3741,0.5360,0.4179,-0.4988,a
ha_2_ (64).wav,-11.6458,5.2595,-0.5419,-0.2816,-0.4165,0.0647,0.3100,-0.8440,0.0384,0.1257,0.6983,0.3716,0.2853,a
ha_2_ (65).wav,-8.6022,4.8504,-0.7842,0.7828,-1.3082,-0.3785,0.7688,-0.7745,-0.1379,0.0819,-0.0079,0.6174,0.4038,a
ha_2_ (66).wav,-11.9475,4.7842,-0.1504,-0.0262,-0.8549,0.4816,-0.5198,0.3348,-0.4049,0.7815,0.3513,-0.0771,0.4210,a
ha_2_ (67).wav,-8.4383,4.7062,-1.4773,0.1425,-0.3298,-0.3015,0.0218,-0.3272,-0.0413,0.5184,0.1294,0.4625,-0.2356,a
ha_2_ (68).wav,-10.9265,4.7994,-0.2349,-0.5522,0.0452,1.0253,-0.5774,-0.0085,0.1865,0.0281,-0.0463,-0.3466,-0.6032,a
ha_2_ (69).wav,-12.8111,4.8403,-0.8133,0.4650,-0.7556,0.1398,0.1609,-0.1141,0.0963,0.5147,0.2436,-0.0636,-0.0282,a
ha_2_ (7).wav,-9.6652,2.7586,-1.6863,-0.3339,-0.0745,0.4300,-0.1356,0.3943,0.4814,-0.0586,-0.1756,0.2259,-0.1196,a
ha_2_ (70).wav,-11.5482,4.5309,-0.7117,-0.8333,-0.0052,-0.3225,0.1607,-0.1161,0.0711,0.6975,0.9952,-0.2090,0.0111,a
ha_2_ (71).wav,-8.5043,4.3278,-2.0962,0.5776,-1.7032,0.5053,0.1879,-0.5684,0.2012,0.3270,0.1998,-0.1366,-0.3273,a
ha_2_ (72).wav,-13.4660,5.0712,-0.3412,0.4020,-0.1048,-0.2077,-0.2126,-0.1871,-0.3113,0.2835,0.4392,0.1878,0.1713,a
ha_2_ (73).wav,-9.2706,3.7648,-0.8903,-0.1406,-0.5376,0.4057,-0.3516,0.2458,-0.4237,0.7870,0.2010,-0.1049,0.1242,a
ha_2_ (74).wav,-9.0346,4.5680,-1.1197,0.1391,-0.3861,-0.0926,-0.1541,-0.0783,0.0248,0.9073,-0.1795,0.6383,-0.2978,a
ha_2_ (75).wav,-10.9995,3.9709,-0.7035,-0.2713,-0.5374,0.1547,-0.0451,-0.6971,-0.3379,-0.0550,0.7536,-0.2676,0.1477,a
ha_2_ (76).wav,-10.6211,4.3746,-0.1532,-0.2671,-0.1869,0.1853,-0.3833,0.6205,-0.6259,0.2336,0.6430,0.1352,0.2688,a
ha_2_ (77).wav,-9.0291,4.3202,-0.4544,-0.4548,-1.7593,0.3632,-0.0391,0.2579,-0.6749,0.3404,0.2574,0.2545,0.1639,a
ha_2_ (78).wav,-8.5647,4.4378,-0.8961,-0.8595,-0.5330,0.0226,-0.1886,-0.5813,-0.4933,0.9002,-0.0157,0.4777,-0.3395,a
ha_2_ (79).wav,-9.6121,4.1392,-0.6653,-0.3477,-0.0833,-0.1733,-0.0546,-0.1203,-0.1373,0.4007,0.3522,0.1133,-0.2036,a
ha_2_ (8).wav,-8.8234,3.9459,-0.1069,-0.1663,-0.6869,-0.0966,-0.3313,-0.5807,0.0403,0.3485,0.2499,0.1229,-0.3586,a
ha_2_ (9).wav,-8.2339,4.0488,-0.3422,-0.0250,-0.4013,0.0456,0.1012,-0.5423,0.3301,0.3706,0.2666,0.5474,-0.5168,a
ha_3_ (1).wav,-8.2359,4.2679,-0.9821,0.3585,-0.7477,0.4442,-0.0006,-0.3074,0.0336,0.2881,0.6340,-0.0918,-0.2246,a
